1.47735	1.48236	5.43719
1.47735	4.44709	5.96783
1.47735	7.41181	3.40321925
1.47735	10.3765	3.69121
1.47735	13.3413	5.305645
1.47735	16.306	1.75131175
1.47735	19.2707	5.2616225
1.47735	22.2354	5.72985
1.47735	25.2002	4.86043
1.47735	28.1649	6.0318175
1.47735	31.1296	5.044795
1.47735	34.0943	4.50505
1.47735	37.0591	4.7302
1.47735	40.0238	3.9585
1.47735	42.9885	6.3901125
1.47735	45.9532	5.7981225
1.47735	48.9179	3.1711125
1.47735	51.8827	4.22597
1.47735	54.8474	3.93522
1.47735	57.8121	4.6169525
1.47735	60.7768	4.246145
1.47735	63.7416	4.8226975
1.47735	66.7063	3.8443975
1.47735	69.671	3.97085
1.47735	72.6357	3.6719375
1.47735	75.6005	4.6489225
1.47735	78.5652	4.634545
1.47735	81.5299	5.643425
1.47735	84.4946	4.689475
4.43205	1.48236	6.1372125
4.43205	4.44709	1.7902325
4.43205	7.41181	4.77393425
4.43205	10.3765	5.0934
4.43205	13.3413	4.202835
4.43205	16.306	4.836775
4.43205	19.2707	4.55038
4.43205	22.2354	5.38578
4.43205	25.2002	5.650895
4.43205	28.1649	4.80415
4.43205	31.1296	3.6130275
4.43205	34.0943	3.779685
4.43205	37.0591	5.06925
4.43205	40.0238	6.61107
4.43205	42.9885	2.4759275
4.43205	45.9532	6.3779525
4.43205	48.9179	5.5436525
4.43205	51.8827	4.5534875
4.43205	54.8474	5.771225
4.43205	57.8121	4.8424425
4.43205	60.7768	5.4188575
4.43205	63.7416	4.74652
4.43205	66.7063	3.9100325
4.43205	69.671	4.8420775
4.43205	72.6357	5.3540075
4.43205	75.6005	3.8179925
4.43205	78.5652	4.5778225
4.43205	81.5299	4.1199
4.43205	84.4946	3.7708875
7.38675	1.48236	6.118565
7.38675	4.44709	4.4911925
7.38675	7.41181	5.3881945
7.38675	10.3765	4.5924625
7.38675	13.3413	5.21159
7.38675	16.306	4.7762
7.38675	19.2707	4.9617475
7.38675	22.2354	6.9116675
7.38675	25.2002	5.435505
7.38675	28.1649	5.82747
7.38675	31.1296	5.163055
7.38675	34.0943	4.7834275
7.38675	37.0591	6.5960925
7.38675	40.0238	5.7166575
7.38675	42.9885	6.0743825
7.38675	45.9532	4.98086
7.38675	48.9179	4.0006325
7.38675	51.8827	3.7195075
7.38675	54.8474	5.3468225
7.38675	57.8121	7.0924
7.38675	60.7768	5.6221825
7.38675	63.7416	4.525975
7.38675	66.7063	4.827475
7.38675	69.671	7.6749575
7.38675	72.6357	4.4531075
7.38675	75.6005	6.6125025
7.38675	78.5652	5.2000375
7.38675	81.5299	4.8020075
7.38675	84.4946	4.6371125
10.3415	1.48236	5.882955
10.3415	4.44709	4.752665
10.3415	7.41181	5.1565175
10.3415	10.3765	5.3802425
10.3415	13.3413	5.105365
10.3415	16.306	4.7629075
10.3415	19.2707	4.5784025
10.3415	22.2354	5.3819675
10.3415	25.2002	4.927655
10.3415	28.1649	4.655425
10.3415	31.1296	3.4490225
10.3415	34.0943	4.0499425
10.3415	37.0591	5.6414375
10.3415	40.0238	4.7276375
10.3415	42.9885	5.66173
10.3415	45.9532	5.0141275
10.3415	48.9179	5.4759125
10.3415	51.8827	5.04037
10.3415	54.8474	5.3088875
10.3415	57.8121	4.99232
10.3415	60.7768	5.2357675
10.3415	63.7416	4.3449525
10.3415	66.7063	4.06729
10.3415	69.671	4.207285
10.3415	72.6357	3.8044875
10.3415	75.6005	5.3479025
10.3415	78.5652	4.6392575
10.3415	81.5299	4.3692575
10.3415	84.4946	2.5325775
13.2961	1.48236	5.420255
13.2961	4.44709	4.7125625
13.2961	7.41181	4.37221
13.2961	10.3765	4.24642
13.2961	13.3413	4.94952
13.2961	16.306	4.75782
13.2961	19.2707	4.606515
13.2961	22.2354	5.6886275
13.2961	25.2002	6.8658025
13.2961	28.1649	4.0491275
13.2961	31.1296	4.1602875
13.2961	34.0943	4.6491225
13.2961	37.0591	3.593255
13.2961	40.0238	6.06611
13.2961	42.9885	2.91127625
13.2961	45.9532	6.598645
13.2961	48.9179	4.8155175
13.2961	51.8827	4.8376325
13.2961	54.8474	4.5278775
13.2961	57.8121	6.18877
13.2961	60.7768	4.68171
13.2961	63.7416	5.731925
13.2961	66.7063	3.54833
13.2961	69.671	3.2238075
13.2961	72.6357	4.0925475
13.2961	75.6005	3.792725
13.2961	78.5652	5.9592875
13.2961	81.5299	4.2745075
13.2961	84.4946	3.47877
16.2508	1.48236	6.174185
16.2508	4.44709	4.1149425
16.2508	7.41181	4.58775
16.2508	10.3765	4.6519925
16.2508	13.3413	5.117275
16.2508	16.306	5.787315
16.2508	19.2707	6.8763375
16.2508	22.2354	6.19524
16.2508	25.2002	4.7761225
16.2508	28.1649	5.373265
16.2508	31.1296	4.48167
16.2508	34.0943	5.3849325
16.2508	37.0591	6.07397
16.2508	40.0238	4.8188875
16.2508	42.9885	7.574065
16.2508	45.9532	5.9939725
16.2508	48.9179	4.3423925
16.2508	51.8827	4.9232225
16.2508	54.8474	5.0524325
16.2508	57.8121	5.1738875
16.2508	60.7768	5.193365
16.2508	63.7416	3.2005475
16.2508	66.7063	6.2869375
16.2508	69.671	5.76052
16.2508	72.6357	3.9320275
16.2508	75.6005	5.345555
