# Time-averaged data for fix writeFile
# TimeStep c_Tw c_Pw c_Kw c_wallTemp c_wallPE
3165000 236.796 -164572 11055.6 241.646 -384934
3166000 237.599 -164631 11089 234.729 -384863
3167000 236.378 -164557 11022.8 234.722 -384900
3168000 236.494 -164563 11017.5 235.358 -384895
3169000 235.869 -164568 10983.6 240.49 -384919
3170000 237.911 -164627 11077 237.091 -384942
3171000 237.521 -164613 11055.2 233.79 -384889
3172000 238.056 -164667 11074.2 237.714 -384899
3173000 235.54 -164535 10953.7 235.158 -384885
3174000 236.146 -164569 10983 237.498 -384902
3175000 235.15 -164520 10935.2 240.478 -384931
3176000 237.669 -164651 11052.8 239.597 -384914
3177000 240.053 -164717 11164.6 240.031 -384957
3178000 237.27 -164614 11038.6 235.974 -384879
3179000 237.607 -164647 11064.5 238.31 -384891
3180000 237.855 -164635 11081.8 233.66 -384894
3181000 237.009 -164624 11037.1 237.495 -384906
3182000 238.73 -164745 11123.6 242.313 -384932
3183000 236.062 -164597 11005.1 232.037 -384857
3184000 237.218 -164666 11064.2 238.357 -384914
3185000 237.302 -164641 11083.2 240.373 -384967
3186000 233.897 -164495 10927.4 235.303 -384895
3187000 235.804 -164575 11032.6 239.207 -384939
3188000 235.641 -164577 11028.8 234.035 -384884
3189000 240.447 -164796 11267.8 240.743 -384954
3190000 238.789 -164686 11207.2 238.067 -384954
3191000 236.781 -164602 11118.4 239.088 -384928
3192000 237.131 -164608 11132.3 234.77 -384891
3193000 236.934 -164583 11136.1 234.124 -384896
3194000 236.968 -164601 11128 239.524 -384931
3195000 236.752 -164609 11109.8 239.825 -384915
3196000 238.524 -164737 11199.1 239.294 -384890
3197000 237.668 -164719 11163.8 241.575 -384922
3198000 236.646 -164640 11141.3 234.166 -384907
3199000 238.431 -164719 11233.9 237.397 -384933
3200000 236.114 -164609 11120.5 239.736 -384938
3201000 237.231 -164626 11175 234.853 -384897
3202000 237.567 -164672 11175.4 234.359 -384887
3203000 239.385 -164728 11242.1 236.366 -384923
3204000 235.774 -164528 11070.8 235.333 -384929
3205000 238.955 -164707 11221.1 239.452 -384928
3206000 238.308 -164665 11189.1 236.723 -384905
3207000 236.908 -164617 11119.6 237.158 -384890
3208000 235.685 -164548 11077.5 237.666 -384912
3209000 237.8 -164630 11165.3 238.8 -384944
3210000 235.769 -164589 11070.7 237.553 -384890
3211000 235.85 -164561 11050.2 236.208 -384903
3212000 237.321 -164662 11097.3 237.833 -384895
3213000 237.705 -164645 11118.2 236.852 -384925
3214000 239.081 -164683 11164.1 237.417 -384926
3215000 237.284 -164681 11074.3 241.367 -384913
3216000 237.783 -164705 11086.9 239.019 -384914
3217000 237.025 -164660 11044.9 236.217 -384898
3218000 233.874 -164525 10902.2 235.913 -384892
3219000 240.693 -164829 11216.8 236.065 -384910
3220000 235.914 -164594 10990.1 237.449 -384910
3221000 235.567 -164596 10965.4 238.727 -384913
3222000 236.257 -164602 10994.7 238.513 -384933
3223000 235.785 -164616 10967.4 238.844 -384918
3224000 235.209 -164571 10937.3 240.452 -384952
3225000 236.977 -164645 11020.3 237.429 -384907
3226000 236.718 -164629 11011.2 236.161 -384899
3227000 238.222 -164656 11080.8 236.143 -384915
3228000 237.285 -164618 11040.2 237.174 -384913
3229000 239.509 -164746 11143.8 237.97 -384915
3230000 236.923 -164661 11024.7 238.008 -384890
3231000 237.294 -164705 11048.5 238.695 -384893
3232000 237.665 -164698 11070.9 238.464 -384920
3233000 238.724 -164754 11121.9 235.31 -384889
3234000 239.875 -164825 11188.2 237.912 -384902
3235000 237.538 -164685 11088.3 238.704 -384938
3236000 235.99 -164622 11031.6 236.277 -384914
3237000 235.788 -164572 11038.9 236 -384928
3238000 239.132 -164726 11204.3 236.933 -384928
3239000 238.209 -164713 11165.6 240.889 -384944
3240000 237.846 -164676 11153.3 235.931 -384920
3241000 235.95 -164573 11077.8 241.142 -384977
3242000 237.328 -164682 11144.2 239.67 -384915
3243000 234.069 -164500 10978.6 239.036 -384937
3244000 236.779 -164635 11126.2 238.093 -384915
3245000 237.598 -164656 11174.5 236.091 -384917
3246000 238.545 -164701 11223.6 237.236 -384916
3247000 236.061 -164593 11098 235.948 -384907
3248000 235.949 -164567 11102.9 234.638 -384916
3249000 237.633 -164660 11188.2 237.723 -384920
3250000 235.541 -164592 11080.1 238.587 -384902
3251000 237.404 -164693 11167 238.877 -384908
3252000 237.334 -164702 11157.1 238.266 -384914
3253000 237.044 -164670 11155.2 238.513 -384931
3254000 235.348 -164577 11087.4 235.142 -384899
3255000 236.138 -164615 11106.9 235.107 -384890
3256000 237.805 -164698 11166.5 239.363 -384922
3257000 236.651 -164619 11109.5 234.68 -384913
3258000 236.565 -164592 11104.7 236.609 -384922
3259000 240.06 -164718 11254.2 237.881 -384941
3260000 238.167 -164696 11162.9 238.974 -384883
3261000 234.279 -164506 10977.4 239.855 -384916
3262000 237.102 -164637 11096.4 235.673 -384893
3263000 235.037 -164555 10997.1 236.731 -384901
3264000 236.809 -164646 11067.3 238.927 -384929
3265000 237.511 -164652 11082.5 233.911 -384889
3266000 238.127 -164692 11115.3 236.198 -384890
3267000 236.358 -164599 11028 237.08 -384887
3268000 235.238 -164531 10968.4 237.529 -384920
3269000 238.175 -164681 11093.1 236.948 -384915
3270000 238.668 -164685 11112.3 235.697 -384911
3271000 238.996 -164698 11123.1 240.981 -384935
3272000 238.551 -164678 11095.7 235.808 -384884
3273000 236.461 -164564 10996.8 238.036 -384919
3274000 238.322 -164642 11083 237.592 -384931
3275000 236.61 -164568 11002.5 237.072 -384919
3276000 238.217 -164657 11078.2 239.213 -384923
3277000 237.767 -164644 11057.6 236.896 -384898
3278000 237.432 -164634 11045.7 236.219 -384886
3279000 238.04 -164658 11079.2 235.239 -384890
3280000 236.237 -164574 11004.7 236.077 -384901
3281000 239.159 -164695 11144.1 236.302 -384913
3282000 238.711 -164692 11118.1 238.081 -384909
3283000 240.039 -164731 11188.1 242.266 -384961
3284000 235.773 -164566 11001.2 235.316 -384870
3285000 237.601 -164659 11095 240.436 -384912
3286000 237.942 -164626 11132.2 234.087 -384914
3287000 236.164 -164529 11057.7 236.338 -384919
3288000 238.625 -164626 11181 237.426 -384932
3289000 236.562 -164548 11071.7 237.292 -384900
3290000 236.991 -164570 11088.5 235.911 -384904
3291000 237.181 -164548 11112.8 235.851 -384919
3292000 238.785 -164648 11186.3 239.441 -384917
3293000 236.643 -164583 11127.4 241.375 -384920
3294000 237.332 -164561 11174.8 237.667 -384934
3295000 234.033 -164412 11035.8 237.771 -384934
3296000 234.302 -164427 11042.8 238.289 -384911
3297000 235.813 -164452 11090 236.086 -384925
3298000 237.496 -164526 11166.8 233.606 -384890
3299000 236.705 -164479 11129.7 236.737 -384910
3300000 236.697 -164498 11137.3 236.445 -384917
3301000 238.596 -164577 11224.8 237.199 -384925
3302000 238.959 -164600 11262.5 238.547 -384930
3303000 241.233 -164696 11332.7 235.441 -384902
3304000 238.566 -164563 11222.5 238.158 -384920
3305000 237.903 -164556 11192.4 236.354 -384908
3306000 240.227 -164646 11301.3 234.565 -384900
3307000 239.771 -164628 11269.3 234.655 -384881
3308000 237.878 -164541 11171.6 240.88 -384935
3309000 239.085 -164546 11205.4 234.023 -384918
3310000 239.622 -164611 11224.6 239.001 -384917
3311000 240.064 -164618 11239.8 237.624 -384919
3312000 237.707 -164519 11127.6 237.155 -384919
3313000 238.489 -164530 11150.4 238.677 -384964
3314000 238.284 -164545 11140.3 235.342 -384899
3315000 237.504 -164544 11088.2 238.579 -384904
3316000 238.655 -164573 11123.8 238.705 -384921
3317000 237.675 -164530 11074.7 235.566 -384895
3318000 235.748 -164435 10977.2 235.072 -384907
3319000 236.962 -164504 11035.1 237.369 -384910
3320000 237.905 -164549 11085.2 236.741 -384902
3321000 237.679 -164510 11063.2 238.755 -384940
3322000 237.665 -164545 11060.1 237.453 -384898
3323000 238.446 -164607 11090.1 238.615 -384903
3324000 236.501 -164523 10997.6 238.754 -384922
3325000 238.998 -164645 11113.8 239.79 -384917
3326000 236.142 -164511 10981.2 235.922 -384895
3327000 236.915 -164560 11020.7 241.027 -384928
3328000 237.22 -164574 11035.3 235.442 -384916
3329000 236.802 -164577 11017.8 234.405 -384872
3330000 238.579 -164663 11107.8 237.221 -384915
3331000 237.463 -164642 11058.2 239.01 -384920
3332000 237.108 -164627 11047.6 233.457 -384876
3333000 235.767 -164552 10986.8 235.871 -384914
3334000 238.543 -164684 11128.3 236.321 -384899
3335000 236.921 -164615 11063.1 237.195 -384909
3336000 238.342 -164636 11139.7 235.21 -384915
3337000 237.754 -164603 11118 236.047 -384919
3338000 236.484 -164544 11077.6 237.255 -384897
3339000 237.091 -164567 11107.3 236.202 -384886
3340000 239.65 -164657 11241.9 234.625 -384895
3341000 239.322 -164641 11234.8 236.408 -384908
3342000 238.335 -164597 11181.2 243.525 -384965
3343000 236.974 -164529 11132.6 233.458 -384866
3344000 237.011 -164500 11146.8 238.38 -384938
3345000 238.339 -164563 11204.8 235.6 -384896
3346000 238.307 -164541 11202.7 237.162 -384916
3347000 239.63 -164602 11261.5 237.07 -384900
3348000 238.777 -164593 11224.9 238.196 -384907
3349000 237.269 -164506 11161.4 235.126 -384901
3350000 236.888 -164524 11142 240.039 -384901
3351000 238.468 -164565 11251.6 237.923 -384932
3352000 238.539 -164520 11216.9 234.834 -384914
3353000 237.395 -164477 11169.1 233.931 -384886
3354000 238.478 -164551 11226.6 236.775 -384895
3355000 238.556 -164559 11220.2 236.466 -384911
3356000 235.143 -164390 11063.8 237.381 -384925
3357000 237.928 -164511 11176.9 235.689 -384909
3358000 235.984 -164447 11081.8 241.603 -384940
3359000 235.432 -164379 11054.2 234.507 -384911
3360000 237.986 -164475 11168.1 237.441 -384943
3361000 239.808 -164579 11223.5 235.826 -384895
3362000 238.002 -164488 11133.4 235.191 -384889
3363000 238.65 -164508 11154.5 242.692 -384967
3364000 237.535 -164469 11083.8 236.502 -384901
3365000 237.886 -164483 11104 234.122 -384886
3366000 235.412 -164351 10990.1 236.706 -384910
3367000 237.544 -164439 11081.4 236.762 -384911
3368000 236.781 -164373 11043.7 235.929 -384920
3369000 239.311 -164488 11150.7 232.795 -384877
3370000 238.121 -164454 11081.7 237.934 -384909
3371000 237.401 -164427 11044.6 242.486 -384953
3372000 237.075 -164440 11026.5 237.069 -384895
3373000 237.559 -164460 11047.7 232.342 -384846
3374000 235.788 -164367 10964.9 239.107 -384911
3375000 240.081 -164529 11163.7 233.859 -384892
3376000 239.061 -164517 11116.3 239.192 -384920
3377000 238.156 -164479 11076.1 237.604 -384898
3378000 240.007 -164598 11167 241.191 -384921
3379000 240.116 -164609 11176.4 238.434 -384897
3380000 235.157 -164432 10948.2 238.827 -384885
3381000 238.742 -164574 11118.1 237.675 -384933
3382000 239.256 -164605 11145.1 238.294 -384922
3383000 239.518 -164614 11159.5 236.972 -384916
3384000 237.449 -164523 11076.9 238.997 -384922
3385000 238.409 -164597 11133.6 235.319 -384881
3386000 236.29 -164519 11040.7 241.662 -384929
3387000 236.145 -164494 11044.6 238.066 -384929
3388000 236.918 -164557 11098.4 239.478 -384914
3389000 235.459 -164504 11037 239.924 -384927
3390000 237.878 -164579 11160.6 234.759 -384923
3391000 237.784 -164564 11160.4 236.85 -384921
3392000 236.33 -164472 11095.4 236.596 -384927
3393000 237.905 -164576 11180.3 237.482 -384905
3394000 235.012 -164435 11040.5 235.383 -384884
3395000 236.477 -164469 11095.8 231.979 -384876
3396000 238.769 -164572 11215.3 237.815 -384921
3397000 239.873 -164616 11283.7 238.223 -384925
3398000 238.141 -164541 11210.6 239.187 -384928
3399000 237.789 -164523 11203 239.696 -384931
3400000 235.865 -164438 11113.3 236.471 -384910
3401000 236.761 -164462 11149 233.614 -384892
3402000 238.714 -164561 11222.2 239.757 -384933
3403000 238 -164535 11192.1 239.714 -384922
3404000 239.653 -164594 11261.6 235.38 -384892
3405000 238.703 -164566 11207.4 237.677 -384900
3406000 239.072 -164572 11235.2 237.65 -384928
3407000 236.551 -164470 11115.7 239.282 -384933
3408000 238.217 -164536 11186.2 237.211 -384930
3409000 238.069 -164518 11171.8 235.354 -384907
3410000 236.905 -164446 11105.1 237.316 -384924
3411000 238.393 -164521 11168.6 237.922 -384917
3412000 237.961 -164459 11132.3 236.511 -384937
3413000 239.611 -164530 11194.8 238.001 -384943
3414000 240.016 -164529 11212.2 235.002 -384928
3415000 239.865 -164528 11205.6 233.085 -384895
3416000 235.223 -164306 10985.8 239.855 -384946
3417000 238.051 -164458 11106.3 240.667 -384935
3418000 237.748 -164470 11080.7 238.749 -384914
3419000 237.467 -164457 11060.9 233.284 -384860
3420000 239.176 -164527 11128.7 237.865 -384905
3421000 237.452 -164440 11045.2 236.573 -384912
3422000 239.092 -164498 11122 230.393 -384874
3423000 237.849 -164449 11063.4 234.741 -384897
3424000 239.158 -164518 11121.5 232.868 -384872
3425000 238.673 -164496 11097.9 238.672 -384926
3426000 236.849 -164409 11013.9 236.369 -384915
3427000 239.214 -164514 11125.9 238.784 -384943
3428000 236.369 -164402 10995.2 237.9 -384916
3429000 239.424 -164491 11142.2 231.487 -384900
3430000 239.807 -164479 11167.4 228.903 -384883
3431000 239.863 -164524 11168.8 238.492 -384910
3432000 239.253 -164513 11152.4 238.295 -384906
3433000 238.176 -164445 11107 231.916 -384874
3434000 238.941 -164468 11153 236.893 -384928
3435000 239.792 -164494 11202.9 232.126 -384888
3436000 239.811 -164531 11213.7 234.442 -384860
3437000 239.396 -164480 11192.2 238.9 -384939
3438000 237.214 -164388 11104 241.199 -384944
3439000 238.195 -164456 11153.2 237.246 -384900
3440000 237.483 -164402 11133.1 234.316 -384887
3441000 237.503 -164419 11143.7 235.835 -384883
3442000 237.967 -164415 11161.8 233.952 -384891
3443000 239.645 -164514 11252 244.95 -384970
3444000 239.47 -164513 11247.4 239.99 -384931
3445000 240.39 -164524 11290.6 232.213 -384894
3446000 238.281 -164453 11204.4 237.062 -384895
3447000 236.949 -164419 11142.4 237.26 -384891
3448000 237.971 -164474 11192.1 236.39 -384894
3449000 239.854 -164537 11293.1 237.833 -384936
3450000 238.733 -164454 11216.5 234.35 -384911
3451000 239.1 -164470 11252.7 234.252 -384886
3452000 237.102 -164403 11148.7 235.257 -384868
3453000 239.795 -164519 11279.2 236.626 -384909
3454000 239.498 -164508 11259.8 239.063 -384917
3455000 236.056 -164349 11110.5 232.943 -384874
3456000 238.367 -164466 11204.8 234.533 -384889
3457000 237.26 -164405 11140.4 238.726 -384927
3458000 237.344 -164416 11140.3 238.322 -384925
3459000 237.997 -164411 11175 237.739 -384935
3460000 237.946 -164416 11169.9 238.981 -384925
3461000 237.667 -164400 11136.6 234.84 -384881
3462000 237.775 -164396 11124.5 236.097 -384893
3463000 237.429 -164401 11094 238.83 -384900
3464000 238.91 -164457 11160.3 236.683 -384911
3465000 235.239 -164292 10976.5 234.956 -384908
3466000 238.212 -164423 11112.3 235.667 -384913
3467000 237.364 -164364 11064.9 235.23 -384908
3468000 238.847 -164427 11129.3 238.048 -384911
3469000 236.67 -164304 11022.4 236.432 -384910
3470000 237.526 -164354 11063.4 237.94 -384913
3471000 236.96 -164333 11029.6 236.598 -384917
3472000 239.385 -164431 11136.6 233.414 -384887
3473000 238.034 -164372 11070.1 239.121 -384930
3474000 238.763 -164416 11103.3 240.101 -384933
3475000 238.754 -164440 11102.1 238.497 -384910
3476000 240.387 -164531 11178.6 239.949 -384916
3477000 236.052 -164327 10980 236.245 -384888
3478000 239.822 -164505 11155.4 238.321 -384912
3479000 237.542 -164376 11053.2 234.784 -384903
3480000 238.889 -164455 11124.8 235.768 -384881
3481000 238.654 -164409 11110.6 233.509 -384878
3482000 236.097 -164288 11002.5 235.924 -384906
3483000 238.75 -164446 11129.4 238.475 -384896
3484000 237.392 -164408 11077.6 235.714 -384878
3485000 237.264 -164402 11075 236.253 -384910
3486000 237.635 -164449 11105.1 232.49 -384871
3487000 237.681 -164439 11112.8 239.372 -384933
3488000 237.874 -164435 11136.1 231.832 -384872
3489000 237.991 -164423 11159.4 235.991 -384924
3490000 235.612 -164335 11066.6 234.923 -384897
3491000 235.832 -164374 11061.2 237.641 -384912
3492000 238.49 -164468 11178.7 235.362 -384921
3493000 237.646 -164449 11147.1 236.585 -384908
3494000 237.323 -164418 11140.8 241.062 -384941
3495000 239.469 -164511 11255.5 234.782 -384888
3496000 237.402 -164417 11164.9 237.543 -384907
3497000 238.783 -164490 11236.1 235.106 -384878
3498000 239.092 -164485 11247 235.919 -384906
3499000 237.724 -164420 11192.9 236.105 -384910
3500000 235.38 -164309 11066.8 234.368 -384880
3501000 238.538 -164418 11220.2 234.842 -384900
3502000 238.22 -164380 11200.6 236.101 -384924
3503000 236.772 -164320 11153.3 237.13 -384927
3504000 238.866 -164411 11254.2 233.701 -384896
3505000 236.266 -164308 11112.7 236.766 -384902
3506000 237.603 -164321 11143.3 232.91 -384888
3507000 240.626 -164465 11292 233.148 -384882
3508000 238.436 -164350 11198 234.612 -384907
3509000 238.315 -164351 11184.2 236.779 -384910
3510000 239.351 -164391 11228.5 236.154 -384897
3511000 238.597 -164371 11181.5 242.042 -384944
3512000 237.632 -164357 11130.5 238.062 -384904
3513000 241.488 -164510 11292.6 238.357 -384917
3514000 236.176 -164277 11026.3 233.254 -384857
3515000 236.116 -164271 11017.3 234.422 -384895
3516000 236.291 -164273 11018.3 236.784 -384910
3517000 239.23 -164364 11154.2 233.636 -384909
3518000 238.584 -164347 11117.8 234.532 -384886
3519000 238.467 -164403 11107.1 237.03 -384864
3520000 237.775 -164310 11071.9 234.822 -384923
3521000 238.856 -164352 11115.2 234.223 -384907
3522000 239.195 -164382 11127.9 236.438 -384900
3523000 240.077 -164417 11165.2 239.439 -384936
3524000 237.737 -164311 11054.8 233.542 -384872
3525000 238.954 -164403 11112.6 235.862 -384885
3526000 237.306 -164292 11035 234.861 -384899
3527000 239.207 -164377 11125.7 236.629 -384900
3528000 238.897 -164347 11116 229.529 -384841
3529000 237.15 -164304 11037.5 236.102 -384888
3530000 238.636 -164333 11111.7 234.887 -384917
3531000 239.37 -164377 11149.9 234.312 -384887
3532000 236.949 -164246 11042.9 237.183 -384916
3533000 238.452 -164346 11118.1 235.651 -384886
3534000 236.399 -164253 11039 236.05 -384907
3535000 239.501 -164414 11192.1 235.694 -384890
3536000 236.766 -164292 11058.9 239.213 -384911
3537000 239.551 -164438 11199.2 239.042 -384905
3538000 239.584 -164455 11200.4 238.044 -384905
3539000 238.607 -164428 11172.8 235.114 -384874
3540000 237.245 -164367 11128.5 237.996 -384907
3541000 239.808 -164490 11258.6 238.028 -384929
3542000 239.195 -164458 11233.6 240.762 -384956
3543000 237.246 -164359 11146.9 233.949 -384896
3544000 237.506 -164378 11161.8 234.401 -384885
3545000 238.27 -164416 11183.7 237.749 -384895
3546000 238.393 -164373 11203.8 235.968 -384920
3547000 238.335 -164411 11204.2 238.478 -384912
3548000 237.017 -164326 11147.8 233.387 -384890
3549000 238.544 -164387 11207.8 235.883 -384903
3550000 238.245 -164391 11203 237.113 -384905
3551000 241.545 -164537 11360.9 241.848 -384965
3552000 240.206 -164452 11310.9 235.183 -384914
3553000 240.324 -164496 11298.5 236.04 -384885
3554000 239.725 -164443 11280 236.035 -384904
3555000 241.005 -164514 11350.7 240.081 -384919
3556000 238.216 -164411 11216.6 242.155 -384944
3557000 239.409 -164450 11248.1 234.891 -384900
3558000 238.832 -164461 11206.5 234.851 -384858
3559000 239.061 -164448 11211.9 237.151 -384908
