# Time-averaged data for fix writeFile
# TimeStep c_Tw c_Pw c_Kw v_locF v_locFUP c_wallTemp c_wallPE c_UPwallTemp c_UPwallPE
22400100 219.024 -628954 38575.6 131.33 -34.8072 222.366 -1.19195e+06 221.208 -1.19052e+06
22400200 219.075 -628996 38584.8 166.742 -94.0079 219.756 -1.19193e+06 220.786 -1.19049e+06
22400300 219.835 -629096 38719.1 -7.98661 -42.8903 217.588 -1.19192e+06 216.635 -1.19048e+06
22400400 219.221 -629011 38610.7 40.6206 -7.60012 221.52 -1.19194e+06 219.127 -1.19049e+06
22400500 217.945 -628779 38385.6 73.4897 118.433 216.852 -1.1919e+06 217.537 -1.19047e+06
22400600 218.617 -628852 38504 175.901 -68.8108 222.29 -1.19194e+06 221.901 -1.19056e+06
22400700 219.138 -628950 38596.1 142.571 78.3196 225.136 -1.19199e+06 224.586 -1.19057e+06
22400800 218.497 -628891 38482.9 -35.7122 61.4199 218.35 -1.1919e+06 218.708 -1.1905e+06
22400900 218.7 -628880 38518.6 -128.553 100.024 218.59 -1.19193e+06 215.658 -1.19049e+06
22401000 219.786 -629085 38709.9 90.1482 54.3202 219.686 -1.19195e+06 220.162 -1.19051e+06
22401100 219.021 -628929 38575.9 26.8075 280.527 219.378 -1.19194e+06 216.306 -1.1905e+06
22401200 219.314 -628990 38627.3 -78.2573 -0.902519 220.575 -1.19192e+06 213.272 -1.19048e+06
22401300 218.858 -628914 38547.3 64.2624 -16.0093 220.207 -1.19193e+06 219.118 -1.19051e+06
22401400 218.777 -628876 38532.8 -150.894 -126.134 224.344 -1.19198e+06 217.75 -1.19051e+06
22401500 218.121 -628753 38417.3 75.6253 -38.9347 221.281 -1.19194e+06 223.606 -1.19056e+06
22401600 218.952 -628922 38563.6 -117.297 71.6436 221.764 -1.19195e+06 222.446 -1.19053e+06
22401700 218.169 -628808 38425.6 -232.191 -48.7119 219.435 -1.19192e+06 217.393 -1.19048e+06
22401800 218.425 -628856 38470.6 -30.7121 58.3001 219.56 -1.19192e+06 220.582 -1.19052e+06
22401900 218.621 -628903 38505.1 -177.835 48.1438 219.967 -1.19194e+06 228.768 -1.19058e+06
22402000 218.399 -628872 38465.7 -80.4621 71.9614 223.676 -1.19194e+06 221.009 -1.19055e+06
22402100 219.003 -628986 38572.2 16.3824 -65.857 223.937 -1.19196e+06 223.609 -1.19054e+06
22402200 219.028 -628955 38576.4 3.87392 -153.132 216.573 -1.19192e+06 218.192 -1.1905e+06
22402300 218.706 -628875 38519.9 -29.2731 -11.4422 217.31 -1.19194e+06 218.555 -1.19051e+06
22402400 220.022 -629109 38751.5 181.042 58.5233 219.829 -1.19198e+06 218.537 -1.19048e+06
22402500 219.366 -629017 38635.9 -76.439 -12.8707 218.291 -1.19194e+06 222.804 -1.19053e+06
22402600 218.88 -628900 38550.7 23.3986 -114.834 215.689 -1.19192e+06 217.48 -1.1905e+06
22402700 219.535 -629028 38666.2 -17.805 41.7204 217.881 -1.19192e+06 221.677 -1.19053e+06
22402800 219.695 -628986 38694.2 31.1525 -2.62759 218.964 -1.19194e+06 219.571 -1.19056e+06
22402900 218.902 -628857 38554.2 -93.4879 -118.416 218.591 -1.19192e+06 215.728 -1.19052e+06
22403000 219.455 -628972 38651.8 29.5773 149.715 217.751 -1.19193e+06 223.046 -1.19055e+06
22403100 219.183 -628913 38603.8 -113.298 -0.810989 220.367 -1.19193e+06 218.079 -1.19052e+06
22403200 218.813 -628839 38538.5 -40.3361 -159.929 222.457 -1.19195e+06 218.057 -1.19053e+06
22403300 219.261 -628937 38617.5 129.545 -46.72 218.715 -1.19192e+06 217.805 -1.1905e+06
22403400 219.696 -629030 38694 -174.025 -69.9712 219.918 -1.19191e+06 221.215 -1.19054e+06
22403500 218.912 -628886 38556.2 -136.543 42.761 219.664 -1.19194e+06 221.941 -1.19052e+06
22403600 219.363 -629028 38635.5 161.399 -109.72 221.174 -1.1919e+06 220.433 -1.19052e+06
22403700 219.424 -629008 38646.6 -28.9128 -82.0017 217.328 -1.19189e+06 223.093 -1.19056e+06
22403800 219.038 -628957 38578.5 65.6095 -15.9005 221.594 -1.19194e+06 221.227 -1.19053e+06
22403900 219.063 -628955 38583.5 32.2811 55.3662 224.175 -1.19194e+06 216.867 -1.19052e+06
22404000 218.262 -628759 38442.2 -44.5846 43.6493 221.153 -1.19196e+06 218.695 -1.19054e+06
22404100 218.735 -628886 38525.8 11.2322 -86.1082 223.774 -1.19197e+06 220.647 -1.19052e+06
22404200 219.784 -629055 38709.8 -165.324 185.616 217.976 -1.19192e+06 218.031 -1.19052e+06
22404300 217.708 -628712 38343.9 145.316 76.1815 224.815 -1.19196e+06 221.838 -1.19054e+06
22404400 219.468 -629024 38654 -54.6893 21.6262 223.636 -1.19197e+06 218.998 -1.1905e+06
22404500 217.308 -628618 38273.5 200.73 -47.3659 213.287 -1.19191e+06 218.606 -1.19048e+06
22404600 218.408 -628838 38467.2 100.765 -20.0626 217.113 -1.19191e+06 223.961 -1.19053e+06
22404700 218.214 -628859 38433.1 154.678 -34.1798 223.907 -1.19198e+06 223.083 -1.19048e+06
22404800 218.801 -628945 38536.5 -37.9448 30.4777 215.205 -1.19191e+06 222.922 -1.19051e+06
22404900 219.151 -628953 38598.1 81.414 -92.4752 218.856 -1.19196e+06 218.969 -1.19053e+06
22405000 218.438 -628834 38472.4 49.2855 37.6245 219.886 -1.19197e+06 222.578 -1.19054e+06
22405100 219.795 -629110 38711.3 96.5131 -86.3633 220.175 -1.19192e+06 219.766 -1.19052e+06
22405200 218.914 -628929 38556.1 -125.657 -9.07679 219.268 -1.19195e+06 218.45 -1.19049e+06
22405300 218.692 -628872 38517.2 74.4818 23.634 217.018 -1.19193e+06 221.422 -1.19052e+06
22405400 219.474 -628960 38654.6 0.244703 -37.3203 217.757 -1.19193e+06 221.993 -1.19056e+06
22405500 217.824 -628644 38364.3 -23.1433 -18.1228 217.458 -1.19194e+06 219.342 -1.19053e+06
22405600 219.588 -629027 38675 168.698 74.6695 219.919 -1.19191e+06 221.879 -1.19053e+06
22405700 219.435 -628989 38647.9 -126.334 -75.1497 220.163 -1.19193e+06 222.807 -1.19054e+06
22405800 218.509 -628779 38484.9 -44.7512 -34.7131 220.149 -1.19194e+06 218.51 -1.19054e+06
22405900 218.757 -628829 38528.5 98.2351 58.9012 219.657 -1.19195e+06 218.417 -1.19051e+06
22406000 217.822 -628638 38364.4 44.413 -20.3737 217.189 -1.1919e+06 219.415 -1.19056e+06
22406100 218.1 -628667 38413.3 -81.9813 -4.97898 217.512 -1.19192e+06 220.179 -1.19056e+06
22406200 217.909 -628669 38379.6 18.7135 51.741 216.635 -1.19189e+06 215.37 -1.19049e+06
22406300 217.324 -628587 38276.2 -26.8416 140.619 222.664 -1.19193e+06 223.299 -1.19055e+06
22406400 217.423 -628578 38293.6 -22.9376 -44.541 216.891 -1.19191e+06 219.149 -1.1905e+06
22406500 218.265 -628714 38441.7 45.8595 51.3784 220.869 -1.19194e+06 221.37 -1.19054e+06
22406600 218.904 -628867 38554.5 -21.1955 -48.9878 219.345 -1.19195e+06 222.029 -1.1905e+06
22406700 218.677 -628799 38514.8 32.4514 -53.7982 216.133 -1.19192e+06 219.075 -1.1905e+06
22406800 220.111 -629039 38767.1 91.4312 34.9212 218.852 -1.19196e+06 221.972 -1.19052e+06
22406900 218.12 -628740 38417.1 -9.27894 -152.579 219.344 -1.19194e+06 219.944 -1.19048e+06
22407000 218.702 -628821 38519.1 6.63155 32.5023 219.447 -1.19193e+06 221.032 -1.19051e+06
22407100 218.952 -628832 38563 -50.9528 129.826 215.692 -1.1919e+06 220.968 -1.19053e+06
22407200 219.085 -628846 38586.3 97.1925 -105.61 217.39 -1.19193e+06 222.559 -1.19053e+06
22407300 218.551 -628754 38492.2 97.7675 -132.028 223.426 -1.19195e+06 216.962 -1.19051e+06
22407400 218.289 -628714 38446.2 7.78878 -43.8954 221.716 -1.19193e+06 219.102 -1.19053e+06
22407500 218.614 -628751 38503.4 -51.4883 189.458 222.902 -1.19192e+06 222.256 -1.19058e+06
22407600 218.834 -628830 38542.2 16.5179 35.169 222.433 -1.19191e+06 221.481 -1.19054e+06
22407700 219.89 -628988 38728.1 -63.1152 66.3488 220.907 -1.19193e+06 220.179 -1.19053e+06
22407800 217.771 -628660 38355.3 -6.73865 -132.811 220.146 -1.19189e+06 220.411 -1.19052e+06
22407900 218.096 -628745 38412.4 25.7146 -82.2514 219.622 -1.19189e+06 219.639 -1.19049e+06
22408000 218.166 -628710 38424.3 -31.4096 -147.746 219.942 -1.19192e+06 217.68 -1.1905e+06
22408100 218.709 -628783 38520 -79.2276 -12.6518 217.097 -1.19191e+06 218.412 -1.1905e+06
22408200 218.838 -628814 38542.8 9.57981 -70.2528 219.724 -1.19192e+06 220.624 -1.19053e+06
22408300 218.116 -628719 38415.6 96.5497 62.8137 223.737 -1.19194e+06 220.989 -1.19053e+06
22408400 218.3 -628759 38447.9 49.42 12.7292 219.725 -1.19192e+06 222.008 -1.19053e+06
22408500 218.908 -628912 38555.2 142.289 -23.6611 220.287 -1.1919e+06 223.222 -1.19053e+06
22408600 217.959 -628714 38387.9 -19.8995 -5.76086 221.257 -1.19194e+06 218.431 -1.1905e+06
22408700 217.927 -628736 38382.3 123.351 22.1291 217.798 -1.1919e+06 219.55 -1.1905e+06
22408800 218.22 -628753 38433.9 -50.6993 -17.2263 217.948 -1.19192e+06 218.257 -1.19051e+06
22408900 218.398 -628736 38465.3 -48.4953 4.13684 218.789 -1.19196e+06 217.19 -1.1905e+06
22409000 217.777 -628622 38356 60.693 -49.7126 219.117 -1.19194e+06 220.409 -1.19054e+06
22409100 218.566 -628805 38494.8 88.9634 -106.953 225.475 -1.19198e+06 218.022 -1.19049e+06
22409200 219.149 -628886 38597.8 -110.204 -57.8837 218.676 -1.19194e+06 215.003 -1.19046e+06
22409300 219.456 -628955 38651.8 135.164 37.391 219.803 -1.19193e+06 219.332 -1.1905e+06
22409400 219.186 -628866 38604.3 -139.442 61.8593 217.9 -1.19193e+06 217.446 -1.19051e+06
22409500 217.864 -628649 38371.4 92.5722 -6.19231 220.097 -1.19192e+06 216.998 -1.1905e+06
22409600 218.455 -628798 38475.8 97.6991 26.041 220.216 -1.19192e+06 221.392 -1.1905e+06
22409700 219.008 -628940 38573.4 -12.9215 -89.6928 223.437 -1.19192e+06 221.752 -1.1905e+06
22409800 218.092 -628760 38412.3 -35.6869 -92.2876 216.315 -1.19189e+06 222.695 -1.19053e+06
22409900 219.243 -628985 38614.5 -74.4711 -62.0884 222.23 -1.19197e+06 218.006 -1.19044e+06
22410000 218.266 -628768 38442.8 45.3919 -64.5949 224.747 -1.19196e+06 217.868 -1.19052e+06
22410100 218.899 -628915 38554.8 246.101 -29.1305 218.81 -1.19192e+06 222.705 -1.19053e+06
22410200 217.513 -628631 38309.7 101.581 -80.6693 216.228 -1.19191e+06 217.724 -1.19051e+06
22410300 219.775 -629043 38708.1 34.346 -94.9267 219.755 -1.19192e+06 222.26 -1.19054e+06
22410400 218.838 -628849 38543.1 -45.2374 20.87 223.288 -1.19196e+06 216.1 -1.19049e+06
22410500 218.273 -628782 38443.8 47.0717 -65.3452 214.446 -1.19188e+06 217.63 -1.19047e+06
22410600 218.573 -628781 38496.5 -119.343 -3.7038 217.993 -1.19196e+06 215.748 -1.19045e+06
22410700 218.88 -628826 38550.9 -95.6463 -25.4221 217.526 -1.19193e+06 217.854 -1.1905e+06
22410800 219.256 -628844 38617.1 -93.0055 -148.485 221.124 -1.19197e+06 219.505 -1.19053e+06
22410900 218.526 -628718 38488.5 56.0725 -113.75 217.977 -1.19193e+06 220.896 -1.19054e+06
22411000 219.004 -628855 38572.9 45.9751 157.209 215.896 -1.19189e+06 219.038 -1.1905e+06
22411100 218.665 -628725 38513.9 45.0255 -96.2679 215.934 -1.19193e+06 217.198 -1.1905e+06
22411200 219.243 -628859 38615 108.914 -157.493 221.92 -1.19196e+06 220.745 -1.19051e+06
22411300 218.698 -628730 38520.3 11.0702 -71.5181 221.068 -1.19197e+06 217.869 -1.1905e+06
22411400 218.525 -628719 38489.6 60.6777 -15.9379 218.261 -1.19192e+06 220.913 -1.19052e+06
22411500 219.128 -628798 38595.7 -4.54292 33.0145 220.347 -1.19193e+06 218.781 -1.19053e+06
22411600 218.99 -628741 38571.3 -141.146 -141.537 219.091 -1.19192e+06 219.132 -1.19055e+06
22411700 219.757 -628903 38706.1 50.4004 -40.4836 221.988 -1.19195e+06 219.683 -1.19052e+06
22411800 218.775 -628745 38533.1 195.812 -265.167 219.956 -1.19193e+06 221.195 -1.19053e+06
22411900 218.598 -628735 38502.1 86.2853 -39.3609 219.779 -1.19192e+06 222.141 -1.19052e+06
22412000 218.429 -628726 38471.3 34.7259 -13.2363 219.093 -1.19193e+06 222.379 -1.19051e+06
22412100 219.153 -628818 38599.1 5.14054 8.18954 213.979 -1.19189e+06 225.773 -1.19058e+06
22412200 218.707 -628772 38521 -128.005 -78.1983 216.112 -1.1919e+06 221.56 -1.19052e+06
22412300 218.906 -628845 38555.7 -63.7055 -4.46295 215.636 -1.19189e+06 216.505 -1.19045e+06
22412400 218.695 -628781 38518.4 19.479 155.739 221.79 -1.19195e+06 219.528 -1.19051e+06
22412500 218.74 -628826 38526.5 -53.6926 85.5408 220.557 -1.19192e+06 221.264 -1.19051e+06
22412600 219.688 -628970 38693.5 -62.0139 74.4443 218.366 -1.19193e+06 222.594 -1.19051e+06
22412700 219.829 -629011 38718.1 -59.4636 -14.4459 220.67 -1.19193e+06 220.496 -1.1905e+06
22412800 218.29 -628755 38447.8 -123.031 131.557 221.083 -1.19191e+06 224.79 -1.19056e+06
22412900 220.455 -629170 38829.1 -135.612 48.2635 221.911 -1.19191e+06 220.172 -1.19051e+06
22413000 219.911 -629040 38732.6 86.9259 -1.68051 222.677 -1.19195e+06 216.434 -1.19048e+06
22413100 218.232 -628780 38437.3 -87.4501 -198.333 224.09 -1.19195e+06 220.079 -1.19049e+06
22413200 219.561 -628995 38671.5 26.0642 31.5106 216.465 -1.19191e+06 222.837 -1.19052e+06
22413300 219.397 -628913 38642.8 44.29 179.769 219.804 -1.19196e+06 220.086 -1.19054e+06
22413400 219.182 -628913 38604.5 135.141 -158.581 223.887 -1.19199e+06 223.773 -1.19053e+06
22413500 219.422 -628987 38646.9 363.449 22.2671 220.834 -1.19194e+06 223.236 -1.19051e+06
22413600 218.363 -628771 38460.2 -9.68533 -21.3503 219.946 -1.19194e+06 220.766 -1.19051e+06
22413700 218.725 -628857 38523.5 67.4786 -3.26727 223.712 -1.19195e+06 219.902 -1.1905e+06
22413800 219.332 -628983 38630.6 -198.356 18.7048 218.964 -1.19193e+06 220.015 -1.19047e+06
22413900 219.086 -628890 38587.1 -103.637 40.929 224.018 -1.192e+06 219.435 -1.1905e+06
22414000 218.3 -628770 38448.6 -87.1077 24.5152 215.743 -1.19191e+06 219.279 -1.1905e+06
22414100 218.805 -628825 38537.2 49.0092 -104.406 219.67 -1.19196e+06 219.937 -1.19052e+06
22414200 218.685 -628805 38516.3 144.015 3.81333 221.53 -1.19195e+06 222.75 -1.19056e+06
22414300 219.849 -629028 38721.5 -84.9363 68.2202 220.097 -1.19193e+06 221.742 -1.19053e+06
22414400 218.88 -628855 38550.9 66.0069 145.34 219.556 -1.19194e+06 213.915 -1.19045e+06
22414500 218.94 -628904 38561 -20.6847 -200.848 219.193 -1.19188e+06 222.021 -1.19055e+06
22414600 217.69 -628683 38341.1 172.411 -1.68912 219.497 -1.19191e+06 219.323 -1.19051e+06
22414700 218.257 -628792 38440.9 95.3034 -66.2152 221.459 -1.19191e+06 219.84 -1.19051e+06
22414800 217.749 -628688 38351.4 -37.6771 100.49 222.495 -1.19194e+06 219.586 -1.19052e+06
22414900 219.057 -628887 38581.5 -44.5211 118.556 218.803 -1.19195e+06 218.615 -1.1905e+06
22415000 219.187 -628924 38604.6 -57.31 -79.2456 219.002 -1.19193e+06 223.178 -1.19054e+06
22415100 218.399 -628749 38466 158.964 134.424 220.715 -1.19195e+06 222.738 -1.19057e+06
22415200 218.661 -628844 38512.3 32.3551 -70.364 221.606 -1.19193e+06 221.76 -1.19053e+06
22415300 219.393 -628953 38642 44.1526 -16.6969 220.528 -1.19193e+06 216.599 -1.19049e+06
22415400 218.88 -628883 38552.2 39.4298 242.355 225.394 -1.19197e+06 219.773 -1.1905e+06
22415500 219.013 -628880 38574.8 -43.8228 3.53649 217.634 -1.1919e+06 217.988 -1.19051e+06
22415600 218.406 -628811 38468 -109.296 78.402 218.35 -1.19189e+06 217.76 -1.19049e+06
22415700 218.995 -628916 38571.5 -41.7297 113.652 224.289 -1.19196e+06 225.02 -1.19056e+06
22415800 219.31 -628944 38626.8 94.1879 21.2822 215.807 -1.1919e+06 219.415 -1.19053e+06
22415900 218.83 -628887 38542.7 25.9149 58.0698 221.086 -1.19192e+06 220.439 -1.19053e+06
22416000 219.031 -628892 38577.9 -257.149 42.2438 215.479 -1.19188e+06 219.025 -1.19053e+06
22416100 218.438 -628819 38474.3 167.04 100.412 225.016 -1.19194e+06 220.221 -1.19055e+06
22416200 219.105 -628981 38591.6 111.108 46.0765 223.28 -1.19193e+06 221.072 -1.19052e+06
22416300 219.705 -629055 38696.9 16.2574 189.772 218.936 -1.19191e+06 215.316 -1.19049e+06
22416400 219.252 -628972 38616.7 -36.0298 -66.2246 225.247 -1.19198e+06 223.153 -1.19055e+06
22416500 218.374 -628840 38461.4 136.232 -23.352 220.891 -1.19194e+06 219.546 -1.1905e+06
22416600 219.332 -629014 38630 -116.497 63.6344 222.08 -1.19196e+06 226.168 -1.19056e+06
22416700 218.732 -628862 38524.5 -90.1448 20.5565 219.701 -1.19197e+06 217.394 -1.19052e+06
22416800 218.447 -628875 38474.2 93.2277 47.9454 219.254 -1.19193e+06 217.217 -1.19048e+06
22416900 219.415 -629037 38644.9 -74.1481 41.3593 220.243 -1.19193e+06 220.108 -1.19053e+06
22417000 219.234 -628990 38612.7 17.1629 -92.4332 221.318 -1.19196e+06 213.876 -1.19047e+06
22417100 218.831 -628895 38542.2 8.02889 -25.6143 221.893 -1.19197e+06 219.173 -1.19053e+06
22417200 220.475 -629210 38831.8 -119.537 -29.0375 221.266 -1.19195e+06 221.521 -1.19054e+06
22417300 218.426 -628830 38470.7 0.673366 105.443 216.241 -1.19192e+06 220.576 -1.19051e+06
22417400 219.226 -628952 38611.5 22.3864 -102.923 217.902 -1.19193e+06 219.759 -1.19053e+06
22417500 218.609 -628838 38502.9 -131.038 -62.7776 219.559 -1.19195e+06 222.797 -1.19054e+06
22417600 218.768 -628894 38530.4 321.623 -148.518 217.645 -1.19192e+06 222.101 -1.19053e+06
22417700 217.627 -628679 38330 -117.491 18.1601 217.039 -1.19192e+06 217.741 -1.1905e+06
22417800 218.487 -628840 38481.6 -47.0477 -10.5644 223.094 -1.19195e+06 223.91 -1.19056e+06
22417900 219.195 -628945 38606 59.8755 13.4192 221.245 -1.19195e+06 218.222 -1.19051e+06
22418000 218.891 -628858 38552.4 43.3798 -242.123 217.03 -1.19193e+06 222.016 -1.19056e+06
22418100 218.335 -628737 38454.8 149.892 41.7406 221.715 -1.19197e+06 221.264 -1.19056e+06
22418200 219.672 -629013 38690 -7.52033 43.9014 219.392 -1.19192e+06 219.043 -1.19052e+06
22418300 219.308 -628935 38625.9 -84.553 -19.5344 220.884 -1.19195e+06 220.585 -1.19052e+06
22418400 219.326 -628902 38628.8 -4.67169 11.2655 213.629 -1.19189e+06 217.737 -1.19051e+06
22418500 219.753 -629017 38704.2 -38.4537 -52.7039 219.898 -1.19193e+06 218.226 -1.19048e+06
22418600 218.744 -628791 38526.4 -160.674 88.8239 213.677 -1.19189e+06 222.154 -1.19055e+06
22418700 218.326 -628802 38452.6 -72.5544 -55.2393 225.435 -1.19197e+06 219.54 -1.19048e+06
22418800 219.017 -628891 38574.4 -78.3431 58.8808 218.04 -1.19191e+06 219.072 -1.19051e+06
22418900 218.526 -628841 38488 -79.7275 29.3155 221.561 -1.19196e+06 228.156 -1.19055e+06
22419000 219.076 -628908 38585 146.575 -50.6175 219.433 -1.19193e+06 218.353 -1.19051e+06
22419100 219.325 -628964 38628.6 161.508 -139.395 221.143 -1.19192e+06 221.048 -1.19055e+06
22419200 217.526 -628616 38311.6 14.6731 53.0433 218.91 -1.19192e+06 219.853 -1.19056e+06
22419300 218.939 -628857 38560.6 188.655 13.7009 220.517 -1.19193e+06 219.031 -1.19056e+06
22419400 218.774 -628855 38531.7 -174.231 33.6111 216.995 -1.1919e+06 219.629 -1.19052e+06
22419500 219.404 -628961 38642.7 -58.0229 -29.591 216.785 -1.19191e+06 221.074 -1.19054e+06
22419600 218.281 -628796 38444.7 -23.8678 -93.3826 222.922 -1.19194e+06 220.706 -1.19052e+06
22419700 218.615 -628824 38503.7 -61.3296 -101.028 215.766 -1.19191e+06 220.512 -1.19051e+06
22419800 218.452 -628795 38475.1 61.5583 121.472 214.315 -1.19188e+06 217.572 -1.1905e+06
22419900 218.872 -628837 38549.2 -14.1128 39.804 220.987 -1.19195e+06 218.778 -1.19053e+06
22420000 218.92 -628872 38557.4 62.104 54.6483 221.952 -1.19195e+06 222.692 -1.19055e+06
22420100 217.733 -628679 38348.3 -0.648413 100.858 217.486 -1.19191e+06 222.528 -1.19053e+06
22420200 218.67 -628812 38513.2 -152.933 -47.0776 218.614 -1.19196e+06 223.2 -1.19054e+06
22420300 218.003 -628696 38395.8 113.639 74.9413 219.681 -1.19197e+06 218.422 -1.19048e+06
22420400 217.96 -628694 38388.3 143.563 -29.0234 220.649 -1.19194e+06 219.637 -1.19051e+06
22420500 218.938 -628806 38560.5 -112.501 255.762 218.774 -1.19195e+06 216.656 -1.19051e+06
22420600 218.982 -628830 38568.5 6.062 151.727 219.1 -1.19194e+06 218.102 -1.1905e+06
22420700 217.808 -628573 38361.7 -22.9705 22.7868 219.282 -1.19196e+06 222.508 -1.19056e+06
22420800 218.991 -628798 38569.9 -31.8156 160.405 221.972 -1.19197e+06 220.418 -1.19052e+06
22420900 218.089 -628626 38410.8 -61.3358 82.5321 219.62 -1.19194e+06 215.816 -1.19049e+06
22421000 218.402 -628684 38466.1 -52.2244 -36.846 218.425 -1.19192e+06 222.263 -1.19055e+06
22421100 217.344 -628488 38279.6 -61.2214 -68.9019 219.804 -1.19195e+06 218.136 -1.19049e+06
22421200 217.405 -628485 38290.3 -23.4332 31.094 218.341 -1.19193e+06 219.324 -1.19051e+06
22421300 219.117 -628749 38591.9 -114.385 -73.7886 220.886 -1.19195e+06 215.425 -1.1905e+06
22421400 218.67 -628751 38513.5 -80.3499 -95.7097 223.866 -1.19195e+06 222.961 -1.19052e+06
22421500 219.338 -628915 38631 -119.479 -19.1417 224.986 -1.19195e+06 219.856 -1.19047e+06
22421600 219.464 -628868 38653.1 -2.82896 -61.6587 220.1 -1.19195e+06 223.328 -1.19054e+06
22421700 219.315 -628818 38626.7 70.6966 90.464 219.659 -1.19196e+06 220.059 -1.19051e+06
22421800 219.042 -628838 38578.7 -85.0098 58.1228 221.355 -1.19195e+06 223.332 -1.19051e+06
22421900 218.229 -628676 38435.6 95.006 -5.45504 219.039 -1.19193e+06 222.61 -1.19052e+06
22422000 219.744 -628899 38702.4 150.058 -221.634 219.766 -1.19196e+06 214.687 -1.19048e+06
22422100 218.26 -628675 38440.8 -63.0937 -149.797 216.341 -1.19189e+06 222.844 -1.19055e+06
22422200 218.842 -628787 38543.5 266.661 -34.3021 220.909 -1.19193e+06 220.369 -1.19052e+06
22422300 219.025 -628828 38575.7 113.127 -225.747 220.33 -1.19194e+06 218.209 -1.1905e+06
22422400 219.336 -628848 38630.4 23.4769 -197.955 220.927 -1.19195e+06 218.206 -1.19053e+06
22422500 218.755 -628751 38528.1 40.9644 196.742 217.025 -1.19191e+06 216.24 -1.1905e+06
22422600 218.185 -628643 38427.8 73.9274 -187.935 222.796 -1.19196e+06 218.298 -1.19051e+06
22422700 218.206 -628599 38431.5 -110.187 20.2297 223.744 -1.19199e+06 224.868 -1.19058e+06
22422800 218.951 -628750 38562.7 -171.752 -123.344 216.709 -1.1919e+06 217.555 -1.19052e+06
22422900 218.508 -628619 38484.7 -98.3248 -234.226 222.705 -1.19197e+06 226.176 -1.19061e+06
22423000 218.229 -628589 38435.5 -12.3803 115.841 218.65 -1.19194e+06 213.547 -1.19046e+06
22423100 218.51 -628650 38485.1 -46.1384 -10.1413 221.81 -1.19193e+06 220.526 -1.19053e+06
22423200 218.642 -628667 38508.5 -102.476 122.231 219.419 -1.19193e+06 214.15 -1.19045e+06
22423300 218.637 -628673 38507.5 -44.6916 119.38 219.604 -1.19192e+06 218.705 -1.1905e+06
22423400 218.123 -628513 38416.8 -46.6047 -28.1359 223.41 -1.19197e+06 217.226 -1.19053e+06
22423500 218.901 -628715 38554 165.605 -0.469757 220.422 -1.19192e+06 223.693 -1.19055e+06
22423600 218.735 -628656 38525.9 34.5744 -6.65657 222.218 -1.19196e+06 220.781 -1.19054e+06
22423700 217.823 -628510 38364.7 74.9659 55.0294 220.783 -1.19193e+06 218.082 -1.19051e+06
22423800 217.568 -628428 38320.3 -74.251 39.7552 215.989 -1.19192e+06 217.129 -1.1905e+06
22423900 218.303 -628533 38449.8 40.7264 -40.8711 219.959 -1.19196e+06 222.065 -1.19054e+06
22424000 218.269 -628479 38443.5 -94.9561 -119.02 217.212 -1.19194e+06 218.631 -1.19052e+06
22424100 217.967 -628445 38389.6 -0.95313 -2.62243 223.206 -1.19197e+06 216.611 -1.19049e+06
22424200 218.452 -628528 38475 50.8884 31.08 219.124 -1.19195e+06 222.921 -1.19053e+06
22424300 218.581 -628530 38498 4.37569 -136.441 217.74 -1.19193e+06 216.603 -1.19051e+06
22424400 217.901 -628422 38378.5 -192.309 30.7055 220.049 -1.19194e+06 220.172 -1.19053e+06
22424500 218.199 -628523 38431.7 -70.4813 31.8353 219.925 -1.19193e+06 219.526 -1.19049e+06
22424600 219.77 -628758 38707.1 67.1375 40.568 216.812 -1.19193e+06 223.61 -1.19054e+06
22424700 219.234 -628657 38613.2 106.844 -58.8379 216.014 -1.19191e+06 219.823 -1.19053e+06
22424800 218.625 -628540 38505.6 -48.1124 102.366 222.168 -1.19197e+06 216.822 -1.19049e+06
22424900 218.76 -628589 38529.5 -7.94616 -31.2004 216.984 -1.19192e+06 216.352 -1.19046e+06
22425000 219.066 -628597 38583.7 -57.9639 31.2853 215.398 -1.19191e+06 217.173 -1.19051e+06
22425100 219.194 -628604 38605.6 90.4146 81.3844 219.241 -1.19194e+06 218.518 -1.19054e+06
22425200 218.937 -628552 38560.2 135.536 -13.0508 216.546 -1.19192e+06 219.788 -1.19054e+06
22425300 219.142 -628533 38596.4 -119.499 -133.966 220.642 -1.19199e+06 220.365 -1.19055e+06
22425400 217.207 -628174 38255.7 -22.4847 -101.065 213.441 -1.19191e+06 219.506 -1.19055e+06
22425500 217.871 -628316 38372.5 -87.2534 14.5055 217.583 -1.19191e+06 217.816 -1.19053e+06
22425600 219.288 -628515 38622 -38.2778 93.9565 217.749 -1.19193e+06 218.53 -1.19056e+06
22425700 218.69 -628454 38516.6 10.9407 37.99 217.336 -1.1919e+06 219.41 -1.19053e+06
22425800 220.757 -628785 38880.9 -10.9467 109.177 216.835 -1.19193e+06 220.529 -1.19054e+06
22425900 218.526 -628463 38488.1 -91.6387 -26.6682 219.718 -1.19188e+06 221.6 -1.19054e+06
22426000 218.448 -628421 38474.7 48.6902 50.4106 218.452 -1.19192e+06 216.758 -1.19048e+06
22426100 218.688 -628523 38517.5 26.5518 63.0352 222.922 -1.19193e+06 222.187 -1.19051e+06
