# Time-averaged data for fix writeFile
# TimeStep c_Tw c_Pw c_Kw v_locF v_locFUP c_wallTemp c_wallPE c_UPwallTemp c_UPwallPE
26753200 220.656 -625136 38863 223.244 -24.2288 221.508 -1.19203e+06 218.368 -1.19056e+06
26753300 219.766 -625009 38706.4 230.607 -187.991 221.957 -1.19203e+06 217.161 -1.19053e+06
26753400 220.656 -625165 38863.2 127.529 -66.5123 219.926 -1.19201e+06 223.573 -1.19059e+06
26753500 219.764 -625019 38706.5 152.288 -51.1198 220.159 -1.192e+06 218.391 -1.19055e+06
26753600 219.575 -625011 38673.2 255.494 -304.595 213.806 -1.19196e+06 221.587 -1.19055e+06
26753700 219.563 -625029 38670.8 158.293 -120.896 220.598 -1.192e+06 220.413 -1.19054e+06
26753800 219.525 -625003 38663.9 152.616 -240.155 220.765 -1.19197e+06 221.828 -1.19061e+06
26753900 220.644 -625227 38861.1 68.7095 -142.325 223.594 -1.19202e+06 219.66 -1.19056e+06
26754000 220.616 -625180 38856.1 186.547 -203.579 217.389 -1.19199e+06 217.638 -1.19056e+06
26754100 220.253 -625161 38792 125.031 -119.6 224.415 -1.19201e+06 221.803 -1.1906e+06
26754200 220.616 -625209 38856.3 196.821 -173.667 218.488 -1.19199e+06 214.896 -1.19053e+06
26754300 220.137 -625090 38772.2 264.72 -141.051 215.65 -1.19199e+06 219.106 -1.19057e+06
26754400 220.102 -625113 38767.1 283.62 51.9336 221.484 -1.192e+06 219.149 -1.19058e+06
26754500 220.274 -625090 38797 245.474 -232.585 218.695 -1.19201e+06 221.423 -1.19061e+06
26754600 220.86 -625249 38899.9 462.979 56.6182 220.374 -1.19196e+06 214.974 -1.19056e+06
26754700 220.595 -625187 38852.5 47.9107 -371.964 218.492 -1.19196e+06 216.851 -1.19057e+06
26754800 219.851 -625062 38721.5 153.592 -207.579 219.258 -1.19197e+06 221.837 -1.1906e+06
26754900 220.306 -625133 38801.5 148.947 -161.208 221.29 -1.19197e+06 223.527 -1.19063e+06
26755000 220.993 -625275 38922.4 -50.2489 -162.741 219.326 -1.19198e+06 220.378 -1.19055e+06
26755100 220.514 -625169 38838.3 253.802 -260.573 220.434 -1.192e+06 222.829 -1.19058e+06
26755200 219.942 -625170 38737.3 272.247 -290.335 222.772 -1.19198e+06 217.362 -1.1905e+06
26755300 220.18 -625173 38779.1 78.8729 -15.721 220.265 -1.192e+06 218.184 -1.19053e+06
26755400 220.748 -625291 38879.4 170.564 -50.3344 221.68 -1.192e+06 220.931 -1.19057e+06
26755500 220.499 -625314 38835.3 210.958 -57.0498 219.674 -1.19197e+06 225.994 -1.19057e+06
26755600 220.642 -625354 38860.4 192.3 -169.996 216.952 -1.19194e+06 218.979 -1.19052e+06
26755700 220.136 -625235 38771.8 214.323 -145.193 220.745 -1.19199e+06 224.524 -1.1906e+06
26755800 220.103 -625195 38765.8 151.961 -181.418 221.558 -1.19203e+06 222.601 -1.19059e+06
26755900 220.374 -625194 38813.2 233.78 -197.139 216.141 -1.19201e+06 215.313 -1.19054e+06
26756000 219.847 -625112 38720.6 129.332 -269.151 219.167 -1.19202e+06 221.541 -1.19059e+06
26756100 219.991 -625146 38746 25.4297 -214.536 216.474 -1.19198e+06 218.469 -1.19056e+06
26756200 220.391 -625184 38816.8 71.1085 -71.1356 221.344 -1.19201e+06 219.12 -1.19059e+06
26756300 220.351 -625176 38809.6 74.0155 38.9117 217.238 -1.19198e+06 217.141 -1.19055e+06
26756400 220.272 -625151 38795.5 44.387 -65.1871 219.892 -1.192e+06 219.871 -1.19059e+06
26756500 218.963 -624957 38564.8 214.791 -261.942 224.552 -1.19199e+06 219.522 -1.19059e+06
26756600 219.307 -625026 38625.6 47.7387 -201.374 222.551 -1.19198e+06 218.565 -1.19059e+06
26756700 218.644 -624929 38508.9 119.018 -171.955 220.494 -1.19199e+06 221.375 -1.19057e+06
26756800 218.814 -624936 38539.1 244.36 -240.514 219.578 -1.19199e+06 224.248 -1.19061e+06
26756900 219.004 -624973 38572.1 42.1411 9.49175 221.283 -1.19203e+06 222.727 -1.19057e+06
26757000 219.941 -625130 38737.5 199.786 -2.58424 217.147 -1.19197e+06 220.353 -1.19058e+06
26757100 219.593 -625067 38675.9 228.658 -311.819 218.239 -1.19199e+06 218.682 -1.19055e+06
26757200 218.605 -624874 38501.7 227.637 -235.169 222.718 -1.19201e+06 219.231 -1.19058e+06
26757300 220.477 -625221 38831.3 85.4523 -95.3692 222.366 -1.192e+06 223.199 -1.19061e+06
26757400 218.977 -624914 38567.3 89.6756 -110.794 222.527 -1.192e+06 220.414 -1.19062e+06
26757500 219.624 -625042 38681.3 246.229 -232.549 216.407 -1.19199e+06 219.778 -1.19055e+06
26757600 219.996 -625118 38747 81.8599 -49.7601 222.551 -1.19199e+06 216.645 -1.19056e+06
26757700 219.719 -625083 38698.3 263.707 -40.3079 221.383 -1.192e+06 220.021 -1.19056e+06
26757800 218.928 -624924 38559 95.9206 -145.038 218.551 -1.19198e+06 216.412 -1.19054e+06
26757900 220.063 -625144 38759.2 305.234 -63.3135 220.566 -1.19198e+06 218.673 -1.19056e+06
26758000 219.916 -625111 38733.2 285.496 -401.391 223.687 -1.19202e+06 219.397 -1.19058e+06
26758100 220.643 -625164 38860.9 302.092 -198.275 216.597 -1.192e+06 218.385 -1.19059e+06
26758200 220.258 -625120 38792.8 166.781 -113.12 221.584 -1.19201e+06 217.507 -1.19057e+06
26758300 220.879 -625306 38902.1 175.827 -366.045 217.944 -1.19195e+06 223.796 -1.19059e+06
26758400 220.876 -625297 38901.7 166.275 -137.244 219.321 -1.19198e+06 220.624 -1.19056e+06
26758500 220.917 -625315 38908.9 126.021 -107.277 223.34 -1.19202e+06 222.03 -1.19057e+06
26758600 220.219 -625208 38786.2 214.17 -226.846 220.248 -1.19199e+06 222.737 -1.19058e+06
26758700 219.431 -625101 38647.3 409.553 -231.479 219.636 -1.19197e+06 222.254 -1.19057e+06
26758800 220.131 -625199 38770.5 64.4808 -53.1845 217.595 -1.19198e+06 223.632 -1.1906e+06
26758900 220.687 -625319 38868.6 106.142 -48.9482 219.36 -1.19198e+06 220.026 -1.19057e+06
26759000 220.698 -625354 38870.3 87.2201 -143.061 223.203 -1.19201e+06 220.18 -1.19055e+06
26759100 219.406 -625095 38642.6 194.742 -167.092 218.357 -1.19198e+06 220.149 -1.19057e+06
26759200 221.232 -625407 38964.3 172.757 -174.417 219.219 -1.19198e+06 224.058 -1.19063e+06
26759300 221.121 -625410 38944.9 335.213 -146.981 220.402 -1.192e+06 224.004 -1.19059e+06
26759400 218.822 -625032 38540.1 256.007 -124.061 222.577 -1.19199e+06 218.475 -1.19056e+06
26759500 219.966 -625288 38742.4 301.643 -151.424 219.29 -1.19196e+06 222.281 -1.19057e+06
26759600 219.735 -625261 38701.4 81.8545 -298.168 217.385 -1.19193e+06 218.174 -1.19056e+06
26759700 219.58 -625207 38674.3 176.406 -418.043 222.642 -1.192e+06 218.628 -1.19057e+06
26759800 220.243 -625312 38790.7 85.5963 -5.84844 225.438 -1.19204e+06 221.002 -1.19059e+06
26759900 219.896 -625248 38729.5 44.9957 -227.631 222.474 -1.19202e+06 218.578 -1.19057e+06
26760000 219.906 -625274 38731.3 306.176 -243.073 221.053 -1.19199e+06 218.854 -1.19057e+06
26760100 219.179 -625131 38603.3 209.228 -273.328 214.746 -1.19195e+06 219.444 -1.19058e+06
26760200 219.189 -625138 38605 189.125 -106.75 218.396 -1.19199e+06 221.662 -1.19058e+06
26760300 219.603 -625144 38677.7 139.415 -15.1078 219.667 -1.192e+06 218.936 -1.19061e+06
26760400 219.877 -625194 38725.8 336.069 -96.9473 218.684 -1.19201e+06 223.971 -1.19063e+06
26760500 219.244 -625098 38614.3 284.869 -201.673 219.12 -1.19197e+06 220.093 -1.19061e+06
26760600 218.723 -624997 38522.5 173.046 -29.8994 219.115 -1.19198e+06 215.422 -1.19055e+06
26760700 219.628 -625155 38682 248.5 -159.718 218.62 -1.19196e+06 218.364 -1.19059e+06
26760800 220.591 -625330 38851.7 195.445 -136.065 221.404 -1.19199e+06 219.293 -1.19059e+06
26760900 219.989 -625166 38745.8 54.6919 -127.011 218.676 -1.19198e+06 219.796 -1.19062e+06
26761000 219.822 -625217 38716.5 182.782 -207.654 221.787 -1.19196e+06 219.52 -1.19059e+06
26761100 220.399 -625279 38818.5 170.797 -180.332 218.253 -1.19198e+06 219.853 -1.19058e+06
26761200 219.381 -625061 38638.9 -44.0744 -171.453 221.309 -1.19202e+06 219.826 -1.1906e+06
26761300 219.781 -625210 38709.3 251.271 -77.0631 216.002 -1.19193e+06 215.961 -1.19053e+06
26761400 220.175 -625219 38778.5 150.464 -69.9813 223.76 -1.19205e+06 222.507 -1.19062e+06
26761500 220.402 -625278 38818.4 299.467 -131.313 217.932 -1.19197e+06 217.892 -1.19057e+06
26761600 219.337 -625124 38630.7 81.3246 -186.682 220.327 -1.19199e+06 221.814 -1.19058e+06
26761700 219.518 -625103 38662.9 -68.4598 -90.4588 220.188 -1.19202e+06 221.862 -1.1906e+06
26761800 219.796 -625183 38711.7 202.715 -2.47072 220.246 -1.19202e+06 221.113 -1.19056e+06
26761900 219.299 -625078 38624.3 412.095 -225.35 215.277 -1.19196e+06 221.866 -1.19059e+06
26762000 219.367 -625016 38636 59.5433 -225.148 220.963 -1.19203e+06 221.125 -1.19063e+06
26762100 218.896 -624970 38553.1 131.933 -145.693 217.433 -1.19198e+06 219.774 -1.19058e+06
26762200 219.499 -625053 38659.2 52.9803 -388.935 217.896 -1.19199e+06 221.104 -1.19059e+06
26762300 219.457 -625058 38652.1 171.995 2.89878 220.764 -1.19202e+06 218.099 -1.19054e+06
26762400 219.56 -625072 38669.9 204.096 -169.182 221.515 -1.19201e+06 220.28 -1.19059e+06
26762500 219.642 -625120 38684.5 91.8092 -207.206 221.009 -1.19199e+06 219.518 -1.19057e+06
26762600 220.548 -625259 38843.8 122.981 -407.16 217.462 -1.19196e+06 225.267 -1.19063e+06
26762700 219.402 -625069 38642.2 24.7123 -237.325 214.859 -1.19194e+06 219.416 -1.19056e+06
26762800 219.665 -625083 38688.4 132.063 -154.226 221.027 -1.19202e+06 218.953 -1.19056e+06
26762900 220.479 -625204 38831.9 24.7776 -90.9914 216.486 -1.192e+06 224.619 -1.19061e+06
26763000 220.014 -625168 38749.9 180.366 -139.104 220.244 -1.19197e+06 216.049 -1.19055e+06
26763100 219.68 -625073 38691.1 108.507 -165.584 220.756 -1.19197e+06 219.945 -1.19063e+06
26763200 218.808 -624898 38537.7 135.154 -245.438 221.436 -1.192e+06 218.836 -1.1906e+06
26763300 220.487 -625222 38833.5 -91.4275 -10.2528 218.567 -1.19197e+06 220.987 -1.19059e+06
26763400 221.337 -625369 38983.2 105.279 -252.334 224.784 -1.19203e+06 221.401 -1.19061e+06
26763500 220.63 -625180 38858.5 230.356 -334.522 219.769 -1.19201e+06 216.795 -1.1906e+06
26763600 219.292 -625000 38622.8 167.048 -47.0586 221.299 -1.19202e+06 217.187 -1.19054e+06
26763700 219.851 -625101 38721.3 117.909 -177.579 217.786 -1.19199e+06 219.411 -1.19055e+06
26763800 219.132 -624967 38594.6 183.852 -214.322 221.015 -1.19202e+06 221.006 -1.19057e+06
26763900 218.519 -624812 38486.6 106.204 -95.2756 216.463 -1.192e+06 220.117 -1.19059e+06
26764000 220.744 -625231 38879 221.677 -129.37 215.792 -1.19196e+06 221.836 -1.1906e+06
26764100 220.393 -625163 38816.9 20.063 -89.2902 218.235 -1.192e+06 221.214 -1.19058e+06
26764200 219.625 -625076 38682.6 342.562 -94.785 221.447 -1.19202e+06 221.995 -1.19055e+06
26764300 219.949 -625101 38740.7 187.878 -176.847 217.1 -1.19198e+06 219.629 -1.19057e+06
26764400 219.666 -625043 38689.6 56.6568 -166.088 220.82 -1.19202e+06 221.979 -1.19058e+06
26764500 219.965 -625100 38742.4 178.205 -60.9744 219.006 -1.19199e+06 217.687 -1.19055e+06
26764600 219.877 -625069 38728 155.965 -101.323 220.219 -1.192e+06 222.619 -1.19059e+06
26764700 220.101 -625071 38766.1 7.7426 -234.569 224.399 -1.19202e+06 223.149 -1.19064e+06
26764800 220.474 -625157 38832.2 219.94 -155.843 215.381 -1.19197e+06 217.874 -1.19054e+06
26764900 220.702 -625180 38872.3 4.85123 -120.654 223.637 -1.19203e+06 219.589 -1.19059e+06
26765000 219.274 -624899 38621.1 114.814 -254.556 215.5 -1.19198e+06 220.997 -1.19059e+06
26765100 220.111 -625105 38768.3 219.773 -35.7161 221.45 -1.19199e+06 222.502 -1.19058e+06
26765200 219.659 -625021 38688.1 194.525 -178.745 222.575 -1.19201e+06 220.118 -1.19057e+06
26765300 219.84 -625055 38720.1 95.0797 -302.255 226.082 -1.19206e+06 218.887 -1.19056e+06
26765400 220.24 -625147 38790.6 134.541 -162.699 218.242 -1.19197e+06 220.713 -1.19058e+06
26765500 219.87 -625079 38725.4 404.905 -322.954 221.482 -1.192e+06 221.612 -1.19059e+06
26765600 219.637 -625035 38683.8 88.9376 -46.0601 219.887 -1.19198e+06 217.807 -1.19055e+06
26765700 220.619 -625197 38857.2 9.42918 -179.118 219.958 -1.19198e+06 216.1 -1.19056e+06
26765800 220.18 -625088 38780.7 113.832 -189.761 217.043 -1.19199e+06 216.548 -1.19056e+06
26765900 219.829 -625014 38718.4 137.988 -135.916 223.417 -1.19202e+06 218.323 -1.1906e+06
26766000 221.146 -625246 38950.4 159.355 -159.414 219.178 -1.19198e+06 218.547 -1.19061e+06
26766100 219.909 -625087 38734 161.43 -307.08 216.726 -1.19195e+06 217.299 -1.19055e+06
26766200 220.703 -625202 38873.6 119.239 -217.769 218.493 -1.19198e+06 216.871 -1.19055e+06
26766300 221.055 -625258 38935.2 219.827 -4.44414 218.508 -1.19197e+06 223.135 -1.19062e+06
26766400 221.257 -625250 38970.8 142.735 -82.4216 216.806 -1.19199e+06 213.123 -1.19054e+06
26766500 221.154 -625277 38952.3 187.21 -32.3965 222.848 -1.19201e+06 220.862 -1.19058e+06
26766600 221.157 -625235 38952.6 325.656 -173.299 220.094 -1.192e+06 221.108 -1.19062e+06
26766700 219.732 -624992 38700.7 106.743 -80.022 218.599 -1.19201e+06 217.881 -1.19056e+06
26766800 219.806 -625007 38713.7 158.22 -215.718 218.67 -1.19199e+06 219.511 -1.19058e+06
26766900 220.498 -625122 38835.6 169.093 -186.723 220.618 -1.19201e+06 223.912 -1.19063e+06
26767000 219.904 -625048 38731.1 134.726 -18.9189 219.025 -1.19198e+06 218.135 -1.19056e+06
26767100 218.981 -624880 38568.6 64.1737 -224.607 217.611 -1.19198e+06 223.068 -1.1906e+06
26767200 220.142 -625095 38772.9 103.483 -90.8616 222.813 -1.19203e+06 215.732 -1.19052e+06
26767300 220.142 -625078 38773 199.823 -117.737 217.528 -1.19196e+06 218.137 -1.19059e+06
26767400 219.728 -624992 38700.3 56.8093 -138.678 219.342 -1.19199e+06 222.173 -1.19062e+06
26767500 221.029 -625212 38929.5 106.623 -212.712 217.927 -1.19197e+06 217.357 -1.19057e+06
26767600 220.443 -625064 38826 103.709 -146.629 215.49 -1.19198e+06 217.098 -1.19057e+06
26767700 220.038 -624992 38754.8 305.273 -101.561 218.561 -1.192e+06 224.593 -1.19063e+06
26767800 220.931 -625158 38912.5 57.9055 -320.779 222.328 -1.19202e+06 217.996 -1.19056e+06
26767900 219.851 -624995 38722.4 100.922 -185.758 222.023 -1.19199e+06 220.067 -1.19058e+06
26768000 220.106 -625057 38767.1 230.898 -100.733 221.389 -1.19198e+06 217.359 -1.19054e+06
26768100 219.539 -624918 38666.8 246.326 -208.424 218.369 -1.19199e+06 216.635 -1.19054e+06
26768200 220.487 -625078 38833.8 228.133 -224.795 220.654 -1.19201e+06 221.722 -1.19059e+06
26768300 219.789 -624956 38711.3 253.647 -192.033 216.039 -1.19196e+06 219.501 -1.19057e+06
26768400 220.263 -625044 38794.2 170.369 61.7898 223.879 -1.192e+06 219.648 -1.1906e+06
26768500 221.498 -625260 39012.1 290.641 -245.949 217.766 -1.19197e+06 219.184 -1.19058e+06
26768600 220.41 -625110 38819.7 44.7701 -149.464 221.221 -1.19199e+06 219.939 -1.19057e+06
26768700 221.745 -625348 39054.8 124.377 -264.438 223.144 -1.19199e+06 220.044 -1.19059e+06
26768800 220.702 -625181 38871.4 234.15 -219.472 217.412 -1.19194e+06 221.069 -1.19058e+06
26768900 220.23 -625120 38788.2 326.047 -106.96 222.775 -1.192e+06 220.706 -1.19056e+06
26769000 220.684 -625163 38868.6 277.77 -108.19 219.592 -1.19199e+06 220.695 -1.19059e+06
26769100 221.384 -625282 38991.6 294.149 -440.52 218.336 -1.19196e+06 213 -1.19054e+06
26769200 219.432 -624955 38647.9 217.051 -234.59 220.548 -1.19198e+06 218.306 -1.19056e+06
26769300 220.603 -625136 38854.6 166.174 -186.937 223.131 -1.19201e+06 219.685 -1.19059e+06
26769400 218.893 -624860 38553 161.923 -255.255 219.26 -1.19198e+06 217.435 -1.19053e+06
26769500 221.652 -625291 39039.5 58.2736 -87.9436 219.357 -1.192e+06 220.404 -1.19059e+06
26769600 220.167 -625072 38777.3 150.486 -100.552 217.273 -1.19198e+06 221.723 -1.19056e+06
26769700 220.241 -625144 38790.7 108.464 -239.347 219.409 -1.19198e+06 223.118 -1.19056e+06
26769800 218.874 -624872 38549.6 76.6349 -164.9 223.781 -1.19205e+06 225.348 -1.19059e+06
26769900 220.595 -625135 38852.9 119.374 -93.3232 219.127 -1.19201e+06 220.876 -1.19061e+06
26770000 219.766 -625001 38706.3 248.937 -39.1591 217.044 -1.19198e+06 219.519 -1.19059e+06
26770100 219.781 -625047 38708.9 48.2335 -336.289 218.656 -1.19196e+06 219.995 -1.19058e+06
26770200 221.473 -625368 39006.9 274.668 -153.35 220.714 -1.19198e+06 218.857 -1.19056e+06
26770300 219.706 -625045 38695.9 264.367 -206.393 220.088 -1.19199e+06 220.327 -1.19058e+06
26770400 219.791 -625099 38710.7 46.8973 -152.013 221.369 -1.19201e+06 219.618 -1.19054e+06
26770500 219.48 -625025 38656.1 -52.5248 4.21772 220.466 -1.192e+06 216.747 -1.19055e+06
26770600 220.586 -625197 38851.1 228.554 -166.498 220.566 -1.192e+06 216.739 -1.19057e+06
26770700 220.661 -625234 38864.1 168.767 -91.6272 222.462 -1.19198e+06 220.557 -1.19062e+06
26770800 219.601 -625035 38677.6 100.329 94.4316 220.391 -1.19197e+06 217.867 -1.19061e+06
26770900 219.813 -625065 38715 190.153 -2.04613 221.637 -1.19201e+06 219.611 -1.1906e+06
26771000 219.699 -625036 38695.2 293.166 -176.296 218.737 -1.19201e+06 221.737 -1.1906e+06
26771100 219.367 -625001 38637 77.8919 -253.269 221.739 -1.192e+06 218.088 -1.19057e+06
26771200 219.749 -625069 38703.8 162.44 -221.185 221.206 -1.19202e+06 216.888 -1.19054e+06
26771300 219.878 -625083 38726.5 -25.4741 -96.0648 219.686 -1.19203e+06 223.38 -1.19059e+06
26771400 218.849 -624934 38545.8 302.236 -89.9926 221.111 -1.19201e+06 223.697 -1.19061e+06
26771500 219.884 -625128 38727.6 -13.7492 -76.6225 225.237 -1.19202e+06 225.425 -1.19064e+06
26771600 218.859 -624918 38547.5 160.685 -128.64 217.79 -1.19199e+06 219.351 -1.19059e+06
26771700 219.78 -625060 38709.3 150.379 -130.739 220.883 -1.19204e+06 217.881 -1.19058e+06
26771800 220.154 -625190 38775.2 176.405 -261.746 220.048 -1.19199e+06 221.779 -1.19058e+06
26771900 220.174 -625165 38779.3 220.852 -202.235 220.533 -1.19202e+06 218.319 -1.19056e+06
26772000 219.75 -625069 38704.2 156.888 -85.4006 220.277 -1.192e+06 219.07 -1.19059e+06
26772100 220.747 -625233 38880.2 -30.9279 -222.274 217.523 -1.19199e+06 222.314 -1.19062e+06
26772200 220.558 -625155 38846.4 126.79 -216.232 218.403 -1.19202e+06 218.665 -1.1906e+06
26772300 219.615 -624997 38680.2 123.998 -77.6758 219.022 -1.19199e+06 222.001 -1.19062e+06
26772400 220.326 -625127 38805.7 -57.6602 -161.67 217.656 -1.19198e+06 217.488 -1.19055e+06
26772500 220.698 -625160 38871.3 106.522 -139.858 216.977 -1.19199e+06 223.408 -1.19062e+06
26772600 220.58 -625187 38850.5 76.7983 -67.5807 217.536 -1.19198e+06 221.61 -1.19057e+06
26772700 220.707 -625199 38872.2 -1.75984 -318.78 221.768 -1.19202e+06 214.859 -1.19052e+06
26772800 219.931 -625045 38736.2 303.906 -69.9364 221.986 -1.19202e+06 220.454 -1.1906e+06
26772900 220.187 -625101 38781 46.3451 -183.271 223.914 -1.19205e+06 216.853 -1.19054e+06
26773000 219.71 -625018 38696.8 231.747 -222.89 220.876 -1.19201e+06 219.983 -1.19057e+06
26773100 219.959 -625089 38740.9 97.6735 -332.393 220.722 -1.19202e+06 224.506 -1.19058e+06
26773200 219.064 -624964 38583.9 249.559 -106.278 222.088 -1.19201e+06 221.916 -1.19057e+06
26773300 219.962 -625149 38741.6 63.7505 -82.3771 224.193 -1.19201e+06 222.555 -1.19058e+06
26773400 220.375 -625228 38814.3 220.652 -212.783 224.687 -1.19202e+06 221.412 -1.19057e+06
26773500 219.68 -625088 38691.5 202.635 -230.847 219.546 -1.19199e+06 219.054 -1.19057e+06
26773600 218.822 -625005 38540.4 66.841 -135.678 223.098 -1.19201e+06 222.526 -1.19056e+06
26773700 220.027 -625197 38753 222.195 -118.434 220.799 -1.19199e+06 224.042 -1.1906e+06
26773800 220.269 -625244 38795.2 91.198 -224.73 221.478 -1.19199e+06 221.178 -1.19058e+06
26773900 220.524 -625220 38840.3 100.484 -182.012 218.258 -1.19201e+06 216.636 -1.19055e+06
26774000 219.972 -625115 38743.3 148.044 -137.446 219.492 -1.19199e+06 218.77 -1.19059e+06
26774100 220.41 -625174 38820.6 201.866 -82.4042 217.191 -1.19199e+06 215.125 -1.19055e+06
26774200 219.435 -625034 38649.3 125.094 -266.395 223.016 -1.19202e+06 219.426 -1.19057e+06
26774300 219.585 -625068 38674.8 210.166 -217.712 221.531 -1.19203e+06 220.446 -1.19056e+06
26774400 220.534 -625206 38842.1 155.998 -151.939 217.719 -1.192e+06 221.221 -1.19058e+06
26774500 220.193 -625133 38782.3 109.632 -202.503 218.608 -1.192e+06 219.117 -1.19058e+06
26774600 220.121 -625139 38769.3 159.991 -66.5676 218.251 -1.192e+06 221.572 -1.19059e+06
26774700 220.101 -625171 38765.8 359.673 -174.025 219.424 -1.192e+06 222.146 -1.19058e+06
26774800 219.521 -625083 38664.2 62.574 -296.679 223.369 -1.19202e+06 223.401 -1.19059e+06
26774900 220.538 -625244 38843.3 241.162 -369.696 219.055 -1.19202e+06 213.567 -1.19049e+06
26775000 219.509 -625042 38662.8 245.787 -246.324 218.496 -1.19202e+06 216.681 -1.19053e+06
26775100 219.217 -624961 38611.4 278.566 -279.726 218.284 -1.19202e+06 220.533 -1.19059e+06
26775200 220.176 -625157 38780.1 -30.3234 -187.745 222.557 -1.19205e+06 221.236 -1.19058e+06
26775300 220.024 -625133 38754.6 268.059 -135.023 220.09 -1.19202e+06 221.201 -1.19059e+06
26775400 219.318 -625021 38629.1 85.8232 -175.984 219.725 -1.19199e+06 220.554 -1.1906e+06
26775500 219.416 -625004 38646 139.864 -189.664 217.814 -1.192e+06 221.104 -1.19061e+06
26775600 220.02 -625102 38751.9 71.0883 -11.307 217.997 -1.19199e+06 219.104 -1.19059e+06
26775700 220.151 -625114 38774.7 301.766 -200.44 220.187 -1.192e+06 215.137 -1.19058e+06
26775800 220.565 -625183 38847.3 99.6251 -182.19 225.113 -1.19205e+06 217.827 -1.19057e+06
26775900 219.94 -625068 38737 177.685 -46.1903 221.377 -1.19202e+06 221.756 -1.19059e+06
26776000 219.513 -624949 38661.8 271.829 -327.176 220.872 -1.19202e+06 219.376 -1.1906e+06
26776100 220.067 -625051 38759.4 294.295 -17.6032 220.082 -1.19201e+06 219.74 -1.19058e+06
26776200 220.134 -625000 38771.5 -18.4548 -296.572 220.16 -1.19202e+06 218.208 -1.1906e+06
26776300 219.491 -624900 38658 30.8586 -53.1313 220.448 -1.192e+06 218.418 -1.1906e+06
26776400 219.324 -624849 38628.7 139.275 -333.46 217.521 -1.19199e+06 219.983 -1.19061e+06
26776500 220.048 -624975 38756.8 179.653 -53.3791 219.136 -1.19199e+06 221.685 -1.19063e+06
26776600 220.977 -625147 38920.9 84.0599 -156.587 217.02 -1.19196e+06 215.55 -1.19057e+06
26776700 219.939 -624904 38738.6 197.944 67.1029 219.555 -1.19202e+06 223.112 -1.19064e+06
26776800 220.154 -625003 38775.9 339.557 -242.73 222.29 -1.19204e+06 222.572 -1.1906e+06
26776900 219.79 -624924 38712.5 18.6491 -227.273 217.31 -1.19201e+06 219.276 -1.19058e+06
26777000 219.947 -625008 38738.9 237.216 -117.397 219.544 -1.192e+06 220.62 -1.19057e+06
26777100 219.348 -624860 38633.5 43.392 -212.765 218.616 -1.19201e+06 219.743 -1.1906e+06
26777200 219.591 -624875 38675.7 213.271 -189.363 220.913 -1.19204e+06 214.059 -1.19054e+06
26777300 219.647 -624894 38685.5 190.271 -142.139 220.6 -1.19204e+06 223.492 -1.19061e+06
26777400 219.346 -624907 38633.2 122.175 -15.3102 222.066 -1.192e+06 216.381 -1.19053e+06
26777500 219.694 -624925 38694 -2.23689 -117.166 214.273 -1.19196e+06 220.473 -1.19058e+06
26777600 220.004 -624981 38748.8 60.8583 -63.7353 220.491 -1.19201e+06 221.626 -1.19059e+06
26777700 220.304 -625034 38801.8 184.305 -101.217 222.698 -1.19201e+06 220.72 -1.19059e+06
26777800 220.738 -625131 38877.8 64.3791 -146.422 221.828 -1.19197e+06 216.225 -1.19056e+06
26777900 220.469 -625021 38830.6 198.555 -228.244 225.284 -1.19207e+06 218.923 -1.19057e+06
26778000 220.567 -625052 38848.8 140.472 -67.2388 220.021 -1.192e+06 217.795 -1.19055e+06
26778100 219.536 -624819 38667.6 260.17 -120.013 217.213 -1.192e+06 217.962 -1.19057e+06
26778200 220.297 -624977 38800.6 238.349 -292.329 223.691 -1.19202e+06 218.723 -1.19057e+06
26778300 220.814 -625031 38891.9 60.0035 -28.7495 220.319 -1.19199e+06 218.156 -1.19058e+06
26778400 220.274 -624943 38796.4 8.37504 -255.254 216.73 -1.19196e+06 222.214 -1.1906e+06
26778500 221.517 -625118 39015.5 92.4595 -102.649 220.007 -1.19198e+06 216.896 -1.1906e+06
26778600 221.975 -625211 39095.9 64.0464 -46.5301 213.523 -1.19196e+06 216.342 -1.19053e+06
26778700 220.71 -625037 38873.1 75.3019 -250.118 221.146 -1.19198e+06 220.048 -1.19057e+06
26778800 220.716 -625093 38873.6 270.795 -160.724 222.192 -1.19198e+06 223.536 -1.19057e+06
26778900 218.729 -624728 38523.8 134.656 -190.021 220.035 -1.19199e+06 220.863 -1.19054e+06
26779000 219.711 -624842 38696.9 204.662 -138.506 218.583 -1.19199e+06 217.801 -1.19056e+06
26779100 219.76 -624882 38705.4 122.478 -133.799 220.083 -1.19198e+06 222.763 -1.1906e+06
26779200 219.383 -624813 38638.9 144.783 -162.047 218.622 -1.19195e+06 218.544 -1.19057e+06
26779300 219.647 -624854 38685.4 144.182 -72.7267 226.906 -1.19204e+06 216.141 -1.19054e+06
26779400 219.685 -624877 38692 246.832 -72.2423 214.777 -1.19194e+06 217.657 -1.19053e+06
26779500 220.351 -624967 38809.4 251.462 -94.5112 216.638 -1.19197e+06 220.174 -1.19057e+06
26779600 220.57 -625036 38847.8 174.921 -229.151 219.648 -1.19197e+06 225.172 -1.19061e+06
26779700 220.229 -624923 38787.9 82.3152 -210.337 222.345 -1.19203e+06 220.271 -1.19059e+06
