y, z, Average_Vx, Average_Vy, Average_Vz, AtomCount
56.3173 1.4996 1.36544e-05 -0.000127082 0.000281906 12.5439
57.3141 1.4996 -0.000181445 -0.000453056 0.00127738 11.5404
58.3108 1.4996 0.00208358 0.00106328 0.000314481 7.52634
59.3076 1.4996 -0.00106958 0.00105238 0.000840978 6.52283
60.3044 1.4996 -0.000488132 0.000773447 0.000874097 7.52634
61.3011 1.4996 -0.000360017 0.000432518 -0.00109921 12.5439
62.2979 1.4996 -0.000892635 -0.000420796 -0.00020108 15.5544
63.2947 1.4996 -7.15102e-05 0.00111441 -0.000975894 7.52634
64.2914 1.4996 -0.000556212 -0.00028497 -0.000205966 12.0422
65.2882 1.4996 7.61403e-05 0.000513178 0.000316798 12.5439
66.285 1.4996 9.63398e-06 -0.00128117 0.00141899 9.53337
67.2817 1.4996 0.000474415 -0.000486533 0.000483725 5.51932
68.2785 1.4996 -0.000386652 0.000564697 6.49612e-05 10.0351
69.2753 1.4996 0.00039639 -0.000300027 0.000140728 10.5369
70.272 1.4996 -0.000269746 -0.000701637 -0.000429092 14.5509
71.2688 1.4996 0.000254876 -0.00150097 3.65743e-06 10.5369
72.2656 1.4996 -0.00112092 0.000265258 -0.000695493 8.0281
73.2623 1.4996 0.00011318 0.000295274 0.000679567 13.0457
74.2591 1.4996 -0.000976779 -0.000270602 -0.00116588 10.0351
75.2559 1.4996 -0.000754476 -0.000300537 -0.00076611 7.02459
76.2526 1.4996 4.21887e-05 -0.00172281 -0.00109142 10.5369
77.2494 1.4996 -1.21868e-05 -0.000904498 0.000178436 10.0351
78.2462 1.4996 -0.00057713 -0.000179121 0.000984742 13.5474
79.2429 1.4996 0.00073208 7.09727e-05 -0.000615387 8.52986
80.2397 1.4996 0.000842501 -0.000426322 -0.000429785 12.0422
81.2365 1.4996 -0.000864501 0.000277914 0.00151958 15.5544
82.2332 1.4996 5.87622e-05 -0.000224811 -0.000264169 8.0281
0.498383 2.49933 -3.94476e-05 0.000453348 0.000161762 8.0281
1.49515 2.49933 -0.000126828 0.00121322 -0.000767457 7.52634
2.49192 2.49933 0.000487328 0.000168267 -0.000198053 11.5404
3.48868 2.49933 -0.0012016 -5.61427e-05 -0.000309874 18.565
4.48545 2.49933 -0.000139561 -0.000472779 -0.000366052 20.572
5.48221 2.49933 -0.000189254 0.000245633 0.00103115 9.53337
6.47898 2.49933 -7.8904e-05 -0.000988005 0.00025537 20.572
7.47575 2.49933 0.000434864 -0.000325089 -0.000174185 18.0632
8.47251 2.49933 -0.000338465 -0.00185374 -0.000863031 10.5369
9.46928 2.49933 -0.00170341 -0.000317496 0.000580505 6.52283
10.466 2.49933 -0.000736954 9.73681e-05 0.00112879 7.02459
11.4628 2.49933 5.73493e-05 4.43042e-05 0.000692333 8.52986
12.4596 2.49933 -0.000464019 0.000452035 0.000136694 25.0878
13.4563 2.49933 -6.458e-05 -0.000588613 -0.000323182 13.0457
14.4531 2.49933 0.000572182 0.000937713 -0.00028572 13.0457
15.4499 2.49933 -0.00025727 -0.0002901 -9.5603e-05 19.5685
16.4466 2.49933 -0.00115876 -0.00207546 -0.00013583 8.0281
17.4434 2.49933 0.000666899 -0.000793721 4.33361e-05 10.0351
18.4402 2.49933 -0.000160955 0.00153795 0.00121569 6.02108
19.4369 2.49933 -0.000244464 0.00111615 0.00154161 6.52283
20.4337 2.49933 6.73874e-05 0.000429867 1.72039e-05 26.5931
21.4305 2.49933 -0.0010664 -3.6469e-05 2.05522e-05 13.5474
